Id Person;Name;Profession;Known For Titles
nm0767022;Carlos Saura;writer,director,actor;tt0085297,tt0074360,tt0062113,tt0060223
nm0767110;Claude Sautet;writer,director,assistant_director;tt0105682,tt0113947,tt0064165,tt0075975
nm0767701;Victor Saville;director,producer,writer;tt0022872,tt0022545,tt0019457,tt0020602
nm0768249;Geoffrey Sax;director,miscellaneous,actor;tt0457495,tt0324264,tt0375210,tt0094519
nm0769120;Elio Scardamaglia;producer,production_manager,director;tt0060616,tt0057271,tt0154805,tt0055117
nm0769312;Vincent Scarza;director,producer,miscellaneous;tt0060314,tt32567832,tt0092322,tt1199944
nm0769754;Mike Schaerer;editor,director,editorial_department;tt1465854,tt5310108,tt0806910,tt1010463
nm0769874;Franklin J. Schaffner;director,producer,actor;tt0066206,tt0063442,tt0077269,tt0047731
nm0770961;Fred Schepisi;director,producer,writer;tt0376591,tt0093886,tt0108149,tt1600207
nm0771054;Lone Scherfig;writer,director,producer;tt1174732,tt0243862,tt0329767,tt14866994
nm0771923;Sebastian Schipper;actor,director,writer;tt4226388,tt7303530,tt0116209,tt4048272
nm0773593;Andreas Schnaas;actor,director,writer;tt1508698,tt1517076,tt0309916,tt0202233
nm0773603;Julian Schnabel;director,writer,music_department;tt0247196,tt0401383,tt6938828,tt0115632
nm0774420;Frédéric Schoendoerffer;director,assistant_director,writer;tt0230745,tt1401636,tt4117206,tt0487504
nm0774764;Victor Schonfeld;director,producer,writer;tt0082020,tt0166661,tt14023232,tt1043090
nm0777788;Matthias Schweighöfer;actor,producer,director;tt0993840,tt13024674,tt0365675,tt1661461
nm0778404;Alberto Sciamma;director,writer,producer;tt0116770,tt0338159,tt14128708,tt0284851
nm0778633;Ettore Scola;writer,director,miscellaneous;tt0076085,tt0093004,tt0085213,tt0082883
nm0779265;Jake Scott;director,miscellaneous,producer;tt0103644
nm0779386;Jordan Scott;director,writer,stunts;tt1183665,tt0089469,tt16491560,tt0411098
nm0779433;Ken Scott;writer,director,actor;tt2387559,tt1756750,tt0366532,tt2358925
nm0782430;Ulrich Seidl;producer,director,writer;tt8956284,tt1403214,tt3086442,tt2371824
nm0785227;Andy Serkis;actor,producer,director;tt3450958,tt1318514,tt2103281,tt0167261
nm0785684;Coline Serreau;actress,writer,director;tt0090206,tt0079742,tt0265116,tt0104025
nm0788191;Tom Shankland;director,producer,writer;tt1172571,tt7985576,tt0804552,tt2183641
nm0788940;Jim Sharman;director,writer,actor;tt0073629,tt0077992,tt0069262,tt0083067
nm0789033;Don Sharp;director,writer,assistant_director;tt0078836,tt0054518,tt0065072,tt0083468
nm0791672;Richard Shepard;director,producer,writer;tt0365485,tt7772580,tt1352717,tt2402105
nm0792120;Adrian Shergold;director,actor,producer;tt1652218,tt0462477,tt0320019,tt0213344
nm0792263;Taylor Sheridan;writer,producer,actor;tt2582782,tt5362988,tt4236770,tt3397884
nm0792605;Vincent Sherman;director,actor,writer;tt0023911,tt0044331,tt0034449,tt0040076
nm0794779;Daryush Shokof;writer,producer,director;tt0490081,tt1217561,tt2904644,tt0488344
nm0794960;Simon Shore;director,producer,writer;tt0162973,tt2780146,tt0382382,tt0825222
nm0796124;Charles Shyer;writer,producer,assistant_director;tt0081375,tt0375173,tt0101862,tt0076729
nm0797869;Brad Silberling;producer,director,writer;tt0120632,tt0339291,tt0179098,tt0112642
nm0802248;Tarsem Singh;director,producer,writer;tt0460791,tt0209958,tt1667353,tt26542557
nm0802563;Robert Siodmak;director,writer,producer;tt0050746,tt0038669,tt0048542,tt0053229
nm0803705;Victor Sjöström;director,actor,writer;tt0050986,tt0012364,tt0008663,tt0014972
nm0803794;Giorgos Skalenakis;director,actor,assistant_director;tt0135412,tt0144869,tt0135468,tt0155441
nm0804556;Kari Skogland;director,producer,miscellaneous;tt9208876,tt6821044,tt1097643,tt5834204
nm0804592;Jerzy Skolimowski;actor,writer,director;tt0848228,tt19652910,tt1561768,tt3865478
nm0805246;Bohdan Sláma;director,writer,assistant_director;tt1284526,tt0243859,tt5495726,tt0406098
nm0809321;Mel Smith;actor,writer,producer;tt0093779,tt0089670,tt0088475,tt0080253
nm0809575;Peter Smith;director,editor,writer;tt0067619,tt0089697,tt0092425,tt0198209
nm0809877;Sarah Smith;producer,writer,director;tt7504818,tt1430607,tt0294004,tt1430626
nm0811714;Michele Soavi;director,actor,assistant_director;tt0092576,tt0109592,tt0325011,tt0355295
nm0814855;Jon Sorensen;visual_effects,composer,writer;tt2763134,tt0191774,tt2410028,tt2409600
nm0815204;Paolo Sorrentino;writer,producer,director;tt12680684,tt3312830,tt2358891,tt1440345
nm0818608;Götz Spielmann;actor,writer,director;tt1173745,tt3121050,tt0107647,tt0087295
nm0818639;Bob Spiers;director,producer,miscellaneous;tt0120185,tt0072500,tt0105929,tt0092355
nm0820113;Buddy Squires;cinematographer,director,producer;tt0098769,tt27549751,tt9780458,tt0220924
nm0821844;Daniel Stamm;director,writer;tt2059171,tt1320244,tt1189349,tt9271672
nm0823721;Ben Stassen;producer,director,writer;tt3148834,tt9204164,tt0159423,tt1230204
nm0823906;Wolfgang Staudte;director,actor,writer;tt0047940,tt0041826,tt0038769,tt0053996
nm0824414;Eric Steel;producer,director,writer;tt10268550,tt0163988,tt1135503,tt0162650
nm0826642;Steno;writer,director,assistant_director;tt0069109,tt0043606,tt0079702,tt0052308
nm0828207;Robert Stevenhagen;animation_department,art_department,director;tt0420238,tt1142977,tt1754656,tt0138749
nm0828970;John Stevenson;art_department,animation_department,director;tt0441773,tt18396060,tt0424095,tt0126029
nm0829038;Robert Stevenson;director,writer,producer;tt0058331,tt0066817,tt0028033,tt0029081
nm0836430;Charles Sturridge;director,writer,producer;tt0083390,tt10062652,tt0272839,tt2084977
nm0836557;Eric Styles;director,producer,writer;tt0144178,tt5271794,tt2369041,tt0307553
nm0837458;Stewart Sugg;director,writer,producer;tt7479144,tt3059432,tt0228488,tt0202346
nm0838599;Eric Summer;director,writer,actor;tt2261287,tt0420388,tt4048186,tt5844294
nm0843059;Eric Sykes;actor,writer,director;tt0330373,tt0062133,tt0059542,tt0081425
nm0843089;Peter Sykes;director,actor,producer;tt0054518,tt0075334,tt0062820,tt0070195
nm0844333;Malgorzata Szumowska;director,writer,producer;tt2650642,tt9526784,tt4358230,tt6415416
nm0844358;Jeannot Szwarc;director,producer,writer;tt0081534,tt0077766,tt0061266,tt0088206
nm0848414;Lee Tamahori;director,assistant_director,sound_department;tt0110729,tt0119051,tt0435705,tt0329774
nm0850212;Michele Massimo Tarantini;writer,director,assistant_director;tt0076774,tt0089134,tt0089562,tt0210066
nm0850516;Mark Tarlov;producer,director;tt0112722,tt0085333,tt0111127,tt0120483
nm0851101;Stelios Tatasopoulos;director,producer,actor;tt0231918,tt0231688,tt0232076,tt0228408
nm0851724;Bertrand Tavernier;director,writer,producer;tt0088318,tt0115822,tt0071622,tt0186730
nm0853374;Sam Taylor-Johnson;director,producer,writer;tt1266029,tt2322441,tt21261712,tt1155591
nm0853380;Julie Taymor;director,miscellaneous,writer;tt0120679,tt0445922,tt0120866,tt7435316
nm0853535;Colin Teague;director,actor,producer;tt0398029,tt1349938,tt0485301,tt0278035
nm0854697;Julien Temple;director,writer,producer;tt0118801,tt11778272,tt0097257,tt4188192
nm0855107;Kevin Tenney;director,writer,actor;tt0090327,tt0093624,tt0100343,tt0169324
nm0855300;Jonathan Teplitzky;director,writer,art_department;tt2058107,tt1570559,tt0236019,tt0341376
nm0858873;Gerald Thomas;director,producer,editor;tt0052695,tt0103927,tt0060330,tt0050240
nm0859387;Ralph Thomas;director,writer,editor;tt0055234,tt0046921,tt0048001,tt0050323
nm0859877;Barnaby Thompson;producer,director,assistant_director;tt0964587,tt0105793,tt0122541
nm0861703;Richard Thorpe;director,writer,actor;tt0044760,tt0045966,tt0043599,tt0015852
nm0861826;Peter Thorwarth;writer,director,actor;tt1063669,tt0136612,tt0135790,tt6402468
nm0863254;Eric Till;director,producer,writer;tt0309820,tt1047809,tt0084117,tt0250264
nm0865918;Éric Toledano;writer,producer,director;tt1675434,tt8655470,tt5699154,tt11080216
nm0867127;Mark Tonderai;director,writer,actor;tt10736580,tt3007572,tt4370528,tt1582507
nm0867784;Barbara Topsøe-Rothenborg;director,assistant_director,miscellaneous;tt2382978,tt10945328,tt5571230,tt1307065
nm0868153;Giuseppe Tornatore;director,writer,actor;tt1924396,tt0095765,tt0120731,tt0213847
nm0868219;Guillermo del Toro;writer,producer,director;tt0457430,tt0167190,tt1488589,tt5580390
nm0869664;Jacques Tourneur;director,assistant_director,editor;tt0034587,tt0039689,tt0036027,tt0043288
nm0870841;Anh Hung Tran;director,writer,producer;tt0107617,tt19760052,tt1270842,tt0112767
nm0873296;Jan Troell;director,cinematographer,editor;tt0060529,tt0067919,tt0101542,tt0063384
nm0878756;Tom Tykwer;writer,composer,producer;tt0130827,tt1371111,tt4378376,tt0396171
nm0878763;Morten Tyldum;director,producer,editor;tt2084970,tt1614989,tt1355644,tt0371589
nm0879513;Lauri Törhönen;director,writer,actor;tt0847759,tt0194027,tt0087872,tt1809277
nm0879853;Albert Uderzo;writer,director,actor;tt0133385,tt0463872,tt0250223,tt0072901
nm0880297;Andrei Ujica;writer,director,actor;tt1646958,tt33029977,tt0123211,tt0108489
nm0886976;Felix van Groeningen;director,writer,assistant_director;tt1226837,tt2024519,tt1075110,tt14641542
nm0887351;Pino Van Lamsweerde;animation_department,art_department,director;tt0082509,tt0090667,tt0085379,tt0417311
nm0891216;Matthew Vaughn;producer,director,writer;tt1250777,tt0486655,tt1270798,tt2802144
nm0891554;Francis Veber;writer,director,producer;tt0119038,tt0115685,tt0310203,tt0074720
nm0893473;Malcolm Venville;director,producer;tt0914837,tt0177223,tt1220888,tt12330446
nm0893536;Gerardo Vera;production_designer,costume_designer,director;tt0102477,tt0232611,tt0115850,tt0158030
nm0894207;Simon Verhoeven;actor,director,writer;tt5500148,tt1255955
nm0894577;Henri Verneuil;director,writer,actor;tt0079322,tt0047250,tt0102421,tt0056917
nm0895367;Franck Vestiel;assistant_director,director,actor;tt0280665,tt1087842,tt0465203,tt0487928
nm0895804;Bo Arne Vibenius;writer,miscellaneous,director;tt0072285,tt0072736,tt0060827,tt0064457
nm0895844;Marco Vicario;actor,writer,producer;tt0059707,tt0061726,tt0058434,tt0067212
nm0896813;Jean-Jacques Vierne;director,assistant_director,writer;tt0048021,tt0054907,tt0055526,tt0191668
nm0899121;Thomas Vinterberg;director,writer,actor;tt2106476,tt10288566,tt0154420,tt1322385
nm0899501;Paolo Virzì;writer,director,producer;tt1075114,tt4621872,tt1467273,tt2465578
nm0899573;Eriprando Visconti;director,writer,actor;tt0209363,tt0126559,tt0147530,tt0067941
nm0903049;Josef von Sternberg;director,writer,assistant_director;tt0026276,tt0018839,tt0046712,tt0023458
nm0903837;Pantelis Voulgaris;director,writer,producer;tt0069130,tt0074606,tt0089804,tt0368619
nm0906667;Andrzej Wajda;director,writer,producer;tt0879843,tt0083789,tt0052080,tt0075902
nm0908103;Pete Walker;director,producer,writer;tt0067390,tt0063564,tt0085693,tt0065469
nm0908824;Randall Wallace;writer,producer,director;tt0277434,tt0213149,tt0112573,tt1028576
nm0909026;Anthony Waller;producer,director,writer;tt0118604,tt0110604,tt0812352,tt0186183
nm0909532;Aisling Walsh;director,writer,producer;tt3721954,tt0339707,tt4271918,tt1591524
nm0909707;John Walsh;producer,writer,director;tt34785780,tt27217583,tt21103072,tt12117734
nm0909853;Sean Walsh;producer,director;tt0283096,tt7458872
nm0911334;Matthew Warchus;director,writer,producer;tt3169706,tt3447590,tt0174204,tt10161596
nm0911910;Vincent Ward;director,writer,actor;tt0095709,tt0104812,tt0103644,tt0088355
nm0912334;Alex van Warmerdam;actor,writer,director;tt0476681,tt1954315,tt0116729,tt0105019
nm0912981;Norman J. Warren;director,actor,writer;tt0084090,tt0092676,tt0151404,tt0086872
nm0918326;Hans Weingartner;director,writer,producer;tt0408777,tt0276617,tt5451118,tt1976558
nm0919363;Chris Weitz;producer,writer,director;tt0276751,tt0356910,tt3748528,tt0385752
nm0919369;Paul Weitz;producer,writer,director;tt0276751,tt0385267,tt0450405,tt4270516
nm0921262;Stina Werenfels;director,writer,assistant_director;tt4265878,tt0459116,tt0177095,tt0266638
nm0921631;Lina Wertmüller;writer,director,miscellaneous;tt0075040,tt0073817,tt0056856,tt0090871
nm0922346;Simon West;director,producer,actor;tt0146316,tt0144214,tt0118880,tt2231253
nm0922903;Wash Westmoreland;director,writer,cinematographer;tt3316960,tt0451176,tt5437928,tt8178486
nm0923330;Tanya Wexler;director,producer,executive;tt1435513,tt10228134,tt0280456,tt0124555
nm0935382;Michael Winner;director,writer,producer;tt0071402,tt0076683,tt0079153,tt0044932
nm0935528;Terry Winsor;director,writer,editorial_department;tt0191996,tt0104286,tt0086081,tt0305648
nm0935863;Michael Winterbottom;director,writer,producer;tt0829459,tt0791303,tt0468094,tt1037223
nm0936404;Robert Wise;director,producer,editor;tt0055614,tt0059742,tt0066769,tt0057129
nm0936838;Alexander Witt;camera_department,assistant_director,director;tt0318627,tt1340138,tt0258463,tt2382320
nm0938630;Dan Wolman;director,writer,producer;tt0417734,tt0130834,tt1699221,tt0833548
nm0939992;Sam Wood;director,producer,actor;tt0031385,tt0026778,tt0039504,tt0032671
nm0940326;Jeremy Wooding;director,producer,writer;tt0321494,tt3529110,tt0303008,tt6668974
nm0941017;Jessica Woodworth;director,writer,producer;tt2298820,tt1318022,tt4818804,tt0475241
nm0942367;Edgar Wright;director,writer,producer;tt0365748,tt1213663,tt3890160,tt9639470
nm0942504;Joe Wright;director,producer,miscellaneous;tt0414387,tt0783233,tt4555426,tt0993842
nm0944892;Kevin Yagher;make_up_department,special_effects,miscellaneous;tt0162661,tt0114608,tt0119094,tt0144120
nm0945026;Boaz Yakin;writer,producer,director;tt0109842,tt0210945,tt10696784,tt10373830
nm0946734;David Yates;director,producer,writer;tt0373889,tt1201607,tt0918940,tt0926084
nm0946811;Peter Yates;director,producer,assistant_director;tt0078902,tt0085811,tt0062765,tt0085461
nm0948719;Jonathan Gershfield;director,writer;tt1130980,tt1824698,tt1888075,tt0442648
nm0950000;Robert Young;director,writer,producer;tt0119115,tt3282370,tt0108207,tt0101104
nm0950109;Terence Young;director,writer,miscellaneous;tt0055928,tt0059800,tt0057076,tt0062467
nm0950553;Ronny Yu;director,producer,writer;tt0106342,tt0446059,tt0144120,tt0329101
nm0951206;Brian Yuzna;writer,producer,director;tt0116075,tt0222812,tt0223268,tt0099180
nm0952583;Benito Zambrano;director,writer,actor;tt8406744,tt0190798,tt1688649,tt0441297
nm0953367;Jonathan Zarantonello;writer,director,producer;tt1612782,tt0386095,tt0244653,tt4498058
nm0954234;Primo Zeglio;writer,director,assistant_director;tt0035871,tt0063859,tt0061864,tt0045602
nm0956022;Claude Zidi;writer,director,camera_department;tt0088002,tt0111503,tt0133385,tt0095008
nm0956872;Ulrike Zimmermann;producer,director,writer;tt6299010,tt1382237,tt22408190,tt0885105
nm0957772;Rob Zombie;music_artist,writer,actor;tt0395584,tt1731697,tt0373883,tt0462322
nm0957794;Erick Zonca;writer,director,assistant_director;tt0120449,tt0903627,tt6009104,tt0170562
nm0959062;Terry Zwigoff;director,writer,producer;tt0162346,tt0109508,tt0307987,tt0089507
nm0971574;Kurt Mattila;director,editor,writer;tt6539830,tt0371746,tt11173544,tt0181689
nm0994368;Magnus Martens;director,writer,producer;tt2017109,tt23060796,tt3743822,tt4479380
nm10064730;Ishana Shyamalan;producer,writer,director;tt26736843,tt8068860,tt10954652,tt14974282
nm1012385;Roar Uthaug;director,writer,producer;tt11116912,tt1365519,tt3616916,tt0808276
nm1015050;Kari Juusonen;director,sound_department,miscellaneous;tt0283549,tt0885415,tt0442934,tt2234575
nm1016333;David Farr;writer,producer,director;tt1399664,tt0993842,tt6932244,tt4126438
nm1016428;James Marsh;director,producer,miscellaneous;tt2980516,tt0396688,tt1770734,tt0210389
nm1016687;Laurent Tirard;writer,director,actor;tt12105554,tt0796335,tt1264904,tt0289688
nm1017470;Andrew Baird;director,production_designer,writer;tt8545482,tt13075730,tt7877616,tt29871632
nm1020835;Joe Penna;director,writer,producer;tt6820256,tt9203694,tt7737800,tt12767700
nm1026530;Jonathan Ford;cinematographer,director,actor;tt5311742,tt1386925,tt2917336,tt0237431
nm1026778;Brad Furman;director,producer,writer;tt1189340,tt1355631,tt2677722
nm1027519;Javier Ruiz Caldera;director,editor,writer;tt3510480,tt1924273,tt0291523,tt2418440
nm1029158;Marc Dugain;writer,director;tt6350304,tt10196108,tt2767868,tt1417040
nm1031790;Louise Osmond;director,producer,writer;tt4137902,tt0460766,tt0206501,tt2677712
nm1037221;Sergio G. Sánchez;writer,producer,director;tt5886440,tt0464141,tt1649419,tt0295843
nm1041597;Morgan Spurlock;producer,writer,director;tt0390521,tt1743720,tt2294729,tt0110413
nm1049433;Lenny Abrahamson;director,producer,writer;tt3170832,tt1605717,tt9059760,tt0419420
nm1052791;Pascal Laugier;director,writer,actor;tt6195094,tt1029234,tt1658837,tt0237534
nm10587263;Riccardo Chemello;director;tt35670360,tt10315050
nm1061623;Philippe Claudel;writer,director,actor;tt1068649,tt3828378,tt2231630,tt1715356
nm1062463;Vincent Kesteloot;animation_department,director,editor;tt0295859,tt4731008,tt6563576,tt2288005
nm1068186;M.J. Bassett;director,producer,writer;tt0970452,tt4189022,tt3281796,tt1492179
nm10700391;Marian Crisan;director,writer,producer;tt10102402,tt1567130,tt1244592,tt4568268
nm1071849;Stéphane Berla;director,animation_department,writer;tt1181840,tt0415258,tt7228460,tt5693836
nm1076172;Luis Cámara;writer,director,editor;tt0299847,tt2538222,tt2993544,tt0973790
nm1077168;Yann Samuell;director,writer,assistant_director;tt0364517,tt22039496,tt10940414,tt35697439
nm1079062;Oriol Paulo;writer,director,producer;tt1937149,tt4857264,tt13229894,tt1512685
nm1085270;Jorge Dorado;director,producer,assistant_director;tt1715336,tt8290362,tt4136774,tt0256009
nm1092087;Sam Hargrave;stunts,actor,director;tt8936646,tt4154796,tt2406566,tt3498820
nm1093053;Brian Percival;director,producer;tt0816442,tt1606375,tt1062205,tt0296484
nm1098493;Rawson Marshall Thurber;director,producer,writer;tt7991608,tt1282140,tt5758778,tt0364725
nm1099711;Ruairi Robinson;visual_effects,director,writer;tt4546514,tt1520494,tt0947076,tt1709143
nm1103162;Tim Story;director,producer,actor;tt0120667,tt1621045,tt0303714,tt0316732
nm1109650;Grigoris Karantinakis;director,writer,actor;tt0484357,tt11935566,tt0428087,tt1104737
nm1114700;Conor McMahon;editor,director,editorial_department;tt2126362,tt13188064,tt4030442,tt0369359
nm1118351;Jalmari Helander;director,writer,art_department;tt1401143,tt14846026,tt2088003,tt0923691
nm1119079;Tomm Moore;producer,writer,animation_department;tt5198068,tt1865505,tt0485601,tt3901826
nm1119099;Brendan Muldowney;director,writer,producer;tt3531202,tt14550642,tt1376713,tt1345512
nm1119183;Timo Novotny;director,editor,writer;tt0825671,tt1667875,tt0373744,tt0374126
nm11214474;Illum Jacobi;director,writer,producer;tt11469110,tt22490940,tt15438430
nm1122457;Simeon Halligan;production_designer,art_director,director;tt5240258,tt2883352,tt7042708,tt1016241
nm1125131;Jean-Baptiste Andrea;writer,director,producer;tt0308152,tt0488085,tt2522934,tt32654369
nm1128037;Ruben Östlund;director,writer,editor;tt7322224,tt4995790,tt2121382,tt1232826
nm1142073;Colm McCarthy;director,producer,writer;tt4547056,tt2085059,tt0378311,tt1396219
nm1142688;Eron Sheean;cinematographer,director,writer;tt1535616,tt16916930,tt1835955,tt1034385
nm1150656;Remo D'Souza;miscellaneous,director,actor;tt3735246,tt7431594,tt1305797,tt3863552
nm1156853;Dennis Bartok;writer,producer,executive;tt2299567,tt4695098,tt0478303,tt0072187
nm1164602;Ciarán Foy;director,writer,editor;tt1641975,tt5294518,tt0841102,tt2752772
nm1164755;Xavier Gens;director,assistant_director,producer;tt0814685,tt1535616,tt13964390,tt0775440
nm1164861;Seth Gordon;producer,director,miscellaneous;tt21191806,tt13320622,tt0384286,tt2120120
nm1165032;Per Hanefjord;director,writer,producer;tt22780536,tt2216856,tt5534588,tt7683762
nm1174251;Daniel Espinosa;director,producer,writer;tt5108870,tt1291652,tt5442430,tt1599348
nm1184621;Matt Checkowski;director,writer,producer;tt0409681,tt3975644,tt0181689,tt5330530
nm1189816;Kamen Kalev;director,writer,producer;tt1426361,tt10945164,tt3548862,tt1737256
nm1191481;Leigh Whannell;actor,writer,producer;tt0387564,tt2490326,tt1051906,tt1591095
nm1193346;Sean Ellis;director,writer,producer;tt1845838,tt4190530
nm1196301;Srdjan Sarenac;producer,director,writer;tt1776356,tt6235786,tt6599208,tt18258538
nm1199107;Zach Cregger;actor,director,writer;tt15791034,tt0840979,tt4168956,tt14035948
nm1210023;Viesturs Kairiss;director,writer,actor;tt14326086,tt0325946,tt5541426,tt11493046
nm1212237;Ravi Kumar;director,writer,producer;tt0839742,tt0327054,tt0395682,tt0488928
nm1220140;James Watkins;director,writer,producer;tt1020530,tt2368619,tt6271042,tt27534307
nm1229323;Jon Wright;director,writer;tt1525366,tt2145829,tt1100053,tt3815412
nm1235949;Gabriel Range;director,writer,producer;tt0853096,tt1596352,tt0365103,tt0330346
nm1238038;Paul Katis;director,writer,producer;tt3622120,tt16125748,tt5034120,tt6495534
nm1242062;Arie Posin;director,writer,editor;tt0406650,tt0331595,tt1839642,tt8851148
nm1247462;Christopher Smith;director,writer,producer;tt1187064,tt0464196,tt1181791,tt0381966
nm1248193;Frank E. Flowers;producer,director,miscellaneous;tt8521778,tt3715152,tt0386504,tt1845838
nm1256143;David Kerr;director,producer,actor;tt13640670,tt6921996,tt2674806,tt13027478
nm1258686;Joachim Trier;director,writer,producer;tt6304046,tt10370710,tt1736633,tt2217859
nm1259871;John Crowley;director,producer;tt2381111,tt1078188,tt0332658,tt27131358
nm1266897;Johannes Roberts;director,writer,producer;tt6920084,tt7329656,tt2932536,tt21651560
nm1270033;David M. Rosenthal;director,writer,producer;tt1540741,tt5246700,tt14995258,tt1509130
nm1288766;Phil Traill;director,producer,writer;tt25289836,tt13790652,tt1487118,tt3230454
nm1291105;J.A. Bayona;director,producer,writer;tt16277242,tt0464141,tt1649419,tt3416532
nm1291828;Leszek Dawid;director,miscellaneous,writer;tt0419477,tt2209386,tt2004270,tt8983230
nm1292192;Marc Fitoussi;writer,director,casting_director;tt0857343,tt3104572,tt0821049,tt0460416
nm1292648;Matthew Heineman;producer,director,cinematographer;tt2368254,tt4126304,tt6333056,tt7958326
nm1296554;Ben Wheatley;director,writer,producer;tt4158096,tt1788391,tt2023690,tt13429362
nm1302591;Michael Sucsy;director,writer,producer;tt0758751,tt1606389,tt7026672,tt1837492
nm1302821;Sarah Townsend;producer,director,composer;tt4934414,tt1510981,tt0449112,tt0352821
nm1303735;Peter Dodd;animation_department,director,writer;tt1142977,tt1545319,tt0121164,tt0432283
nm1304669;Anthony DiBlasi;director,editor,producer;tt9472334,tt2965466,tt1331307,tt10022734
nm1310207;David Holroyd;director,writer,producer;tt4572116,tt1192629,tt0084987,tt0487189
nm1312919;Yann Demange;producer,director,visual_effects;tt2614684,tt6905686,tt1830379,tt1285482
nm1315305;Guy Myhill;director,writer,cinematographer;tt3009070,tt1385495,tt3582048,tt0351889
nm1315826;James Shanks;cinematographer,camera_department,writer;tt26010504,tt2066070,tt0354502,tt3698632
nm1316072;Nora Twomey;producer,writer,miscellaneous;tt5198068,tt3901826,tt0485601,tt9288748
nm1317262;Jim O'Hanlon;script_department,director,producer;tt0053494,tt10982034,tt1525182,tt4374208
nm1320966;Kim Chapiron;director,writer,actor;tt1422020,tt0450843,tt18550270,tt2536428
nm1325899;Travis Knight;director,producer,animation_department;tt4302938,tt1623288,tt6348138,tt0787474
nm1326842;Jakob M. Erwa;writer,director,producer;tt4932154,tt0757214,tt3103632,tt13649100
nm1330023;Kim Sønderholm;actor,writer,producer;tt3638488,tt2995858,tt1733785,tt0826760
nm1332411;Marco Filiberti;writer,director,actor;tt0357031,tt1273204,tt5125386,tt11875242
nm1338935;Luke Gasser;producer,writer,director;tt2256869,tt3728388,tt1628727,tt1617029
nm1343394;Josh Safdie;producer,director,writer;tt5727208,tt4846232,tt1189259,tt1426362
nm1345246;Carol Morley;director,writer,cinematographer;tt3294200,tt6874254,tt0358928,tt1819513
nm1349522;Jonathan Levine;producer,director,writer;tt1306980,tt1082886,tt1588173,tt2139881
nm1360702;Stéphane Rybojad;producer,director,writer;tt1656192,tt33986628,tt30475189,tt34089042
nm1362432;Jérôme Salle;producer,writer,director;tt1659619,tt2249221,tt0411118,tt1243957
nm1369705;Gary Chapman;art_department,director,actor;tt0361089,tt1879012,tt1537481,tt3252554
nm1372836;Tomasz Mandes;actor,producer,director;tt10886166,tt12996154,tt21106646,tt13024906
nm1377658;Steven Sheil;cinematographer,director,writer;tt1129428,tt2171847,tt1913036,tt4468132
nm1378517;Michael Madsen;director,writer,cinematographer;tt1194612,tt2200977,tt3833746,tt2713778
nm1379772;Benni Diez;visual_effects,director,writer;tt3300572,tt1527186,tt0768203,tt6188002
nm1385402;Sue Heel;director,actress,writer;tt0368249,tt1458678
nm1405761;Mark Hammond;director,producer,cinematographer;tt0426501,tt2467698,tt32034690,tt3858748
nm1410159;David Bruckner;director,writer,producer;tt9731534,tt5638642,tt4935334,tt2105044
nm1410815;Asghar Farhadi;writer,director,producer;tt5186714,tt1360860,tt11777738,tt1832382
nm1411329;Ask Hasselbalch;director,writer,miscellaneous;tt0374230,tt2436046,tt3606698,tt6814214
nm1414582;Ben Palmer;director,producer,writer;tt1716772,tt8129450,tt3064298,tt0374367
nm1423555;Gustavo Ron;director,writer,producer;tt5674718,tt6762348,tt21613416,tt13024344
nm1424878;Ed Gass-Donnelly;director,editor,writer;tt1429392,tt0886535,tt4680980,tt0376830
nm1429471;Jaume Collet-Serra;producer,director,archive_footage;tt4052882,tt1401152,tt1148204,tt0397065
nm1443023;Nacho Vigalondo;writer,actor,director;tt0480669,tt4680182,tt1680133,tt0406501
nm1458457;Franck Ekinci;producer,writer,miscellaneous;tt3422078,tt26915336,tt6296094,tt5467804
nm1458969;Sylwester Jakimow;director,assistant_director,actor;tt12894926,tt32245043,tt5278832,tt16294598
nm1461392;Joachim Rønning;director,producer,writer;tt1790809,tt1613750,tt4777008,tt1029235
nm1466691;Christian Volckman;director,writer,actor;tt8485364,tt0386741,tt10275508,tt0383485
nm1473091;Steffen Haars;writer,director,producer;tt1648112,tt2043932,tt2947832,tt5637542
nm1475794;Flip Van der Kuil;writer,director,editor;tt1648112,tt10112506,tt13879782,tt12454368
nm1479803;Vince Marcello;director,writer,producer;tt3799232,tt9784456,tt0477140,tt12783454
nm1481493;Gil Kenan;director,writer,producer;tt27657135,tt21235248,tt0385880,tt4513678
nm1484245;Anna Halberg;producer,writer,director;tt14088510,tt3201640,tt3291150,tt1433108
nm14870855;D.M.Rivers;director,casting_director,producer;tt27907959
nm1490123;James Wan;producer,writer,director;tt0387564,tt3065204,tt2820852,tt1591095
nm1491603;Tony Mitchell;director,producer,location_management;tt2245988,tt4074084,tt0790665,tt0419372
nm1506819;David Posamentier;writer,director,producer;tt0333766,tt1609479,tt3593960,tt1409758
nm1509478;Benny Safdie;writer,actor,producer;tt4846232,tt5727208,tt15398776,tt1426362
nm1510800;Drew Pearce;producer,writer,script_department;tt5834262,tt1300854,tt1684562,tt2381249
nm1514392;Marinus Groothof;camera_department,director,writer;tt2235168,tt3111626,tt4663936,tt2912148
nm1519289;Sonja Heiss;director,writer,assistant_director;tt22694068,tt0949423,tt3707396,tt0391267
nm1519353;Tom Six;director,writer,producer;tt1467304,tt1883367,tt1530509,tt1880419
